ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID,ORF
9491_at,1.42E-10,2.38E-12,-7.4724101,17.57582,-0.42671912,9491,PSMF1
10419_at,1.52E-10,2.55E-12,7.4608225,17.50864,0.30262514,10419,PRMT5
11279_at,1.55E-10,2.61E-12,-7.4567359,17.48496,-0.50294761,11279,KLF8
2131_at,1.56E-10,2.64E-12,7.4547578,17.4735,0.55411297,2131,EXT1
23586_at,1.58E-10,2.68E-12,7.4524821,17.46032,0.67310925,23586,DDX58
8320_at,1.64E-10,2.79E-12,-7.4454112,17.41939,-0.49661751,8320,EOMES
55505_at,1.64E-10,2.8E-12,7.4449894,17.41694,0.34466161,55505,NOP10
5727_at,1.65E-10,2.83E-12,-7.4433322,17.40735,-0.6725481,5727,PTCH1
5371_at,1.66E-10,2.85E-12,7.4420606,17.39999,0.73031997,5371,PML
344787_at,1.69E-10,2.91E-12,-7.4384232,17.37895,-0.51837967,344787,ZNF860
10970_at,1.71E-10,2.96E-12,7.4359263,17.36451,0.59851281,10970,CKAP4
9871_at,1.72E-10,2.98E-12,7.4346138,17.35691,0.38301321,9871,SEC24D
26234_at,1.73E-10,3.01E-12,7.4329999,17.34758,0.48132694,26234,FBXL5
8968_at,1.82E-10,3.18E-12,7.4233889,17.29202,0.36994721,8968,HIST1H3F
1509_at,1.86E-10,3.26E-12,7.4194221,17.26911,0.4617187,1509,CTSD
5052_at,1.9E-10,3.33E-12,7.41578,17.24807,0.32946688,5052,PRDX1
9232_at,1.94E-10,3.42E-12,7.4115116,17.22342,0.48553223,9232,PTTG1
23070_at,2.05E-10,3.63E-12,7.4011647,17.16371,0.49962063,23070,CMTR1
4603_at,2.14E-10,3.8E-12,-7.3936559,17.12041,-0.71535153,4603,MYBL1
64092_at,2.19E-10,3.89E-12,7.3895212,17.09657,0.68932747,64092,SAMSN1
143689_at,2.19E-10,3.91E-12,7.3885171,17.09079,0.45196328,143689,PIWIL4
60675_at,2.19E-10,3.92E-12,7.3882868,17.08946,0.85370019,60675,PROK2
64757_at,2.26E-10,4.05E-12,7.3828199,17.05796,1.09880871,64757,MARC1
10226_at,2.27E-10,4.08E-12,7.3815483,17.05064,0.45784687,10226,PLIN3
7782_at,2.47E-10,4.46E-12,-7.3663247,16.963,-0.52230977,7782,SLC30A4
10855_at,2.84E-10,5.14E-12,7.3422653,16.82471,0.73967849,10855,HPSE
84898_at,2.89E-10,5.25E-12,7.3387769,16.80468,0.51575474,84898,PLXDC2
6135_at,2.9E-10,5.29E-12,-7.3376051,16.79795,-0.18381942,6135,RPL11
23250_at,2.96E-10,5.41E-12,7.3335921,16.77492,0.45392601,23250,ATP11A
51734_at,2.96E-10,5.42E-12,7.3334422,16.77406,0.58056623,51734,MSRB1
64231_at,2.96E-10,5.44E-12,7.332678,16.76967,0.5025916,64231,MS4A6A
56729_at,3.23E-10,5.96E-12,7.3172601,16.68125,1.25198443,56729,RETN
391_at,3.26E-10,6.03E-12,7.3152313,16.66963,0.35141724,391,RHOG
220002_at,3.35E-10,6.22E-12,-7.3100321,16.63984,-0.36595255,220002,CYB561A3
9587_at,3.36E-10,6.25E-12,7.3091245,16.63464,0.27692736,9587,MAD2L1BP
84418_at,3.36E-10,6.27E-12,7.3085085,16.63111,0.76446103,84418,CYSTM1
50856_at,3.38E-10,6.32E-12,7.3072085,16.62367,0.50087297,50856,CLEC4A
4773_at,3.45E-10,6.47E-12,-7.3032181,16.60082,-0.41456199,4773,NFATC2
23180_at,3.56E-10,6.69E-12,-7.2975366,16.5683,-0.33184225,23180,RFTN1
54930_at,3.64E-10,6.86E-12,7.2931907,16.54343,0.9086669,54930,HAUS4
837_at,3.67E-10,6.95E-12,7.2910058,16.53094,0.33124186,837,CASP4
27180_at,3.68E-10,6.99E-12,7.290099,16.52575,0.77934747,27180,SIGLEC9
101928694_at,3.69E-10,7.02E-12,7.2894212,16.52187,0.81376649,101928694,LIPC-AS1
114548_at,4.05E-10,7.75E-12,7.2725709,16.42557,0.63340682,114548,NLRP3
6137_at,4.05E-10,7.77E-12,-7.2719497,16.42203,-0.28284773,6137,RPL13
23635_at,4.05E-10,7.78E-12,-7.2717193,16.42071,-0.31657428,23635,SSBP2
23317_at,4.05E-10,7.78E-12,7.2717094,16.42065,0.42885374,23317,DNAJC13
23179_at,4.08E-10,7.87E-12,7.2698954,16.4103,0.64366059,23179,RGL1
5660_at,4.12E-10,7.96E-12,7.2678127,16.3984,0.254604,5660,PSAP
1048_at,4.3E-10,8.35E-12,7.2597458,16.35237,0.70001432,1048,CEACAM5
3399_at,4.42E-10,8.61E-12,-7.2545287,16.32261,-0.50815929,3399,ID3
6520_at,4.44E-10,8.65E-12,7.2536199,16.31742,0.32140157,6520,SLC3A2
3553_at,4.47E-10,8.74E-12,7.2519457,16.30788,0.78451624,3553,IL1B
51100_at,4.66E-10,9.14E-12,7.2442079,16.26377,0.48688707,51100,SH3GLB1
824_at,4.76E-10,9.36E-12,7.2401233,16.2405,0.42446619,824,CAPN2
1232_at,4.94E-10,9.76E-12,-7.2330182,16.20004,-0.39711881,1232,CCR3
64651_at,4.94E-10,9.77E-12,7.232873,16.19921,0.492454,64651,CSRNP1
4783_at,4.99E-10,9.9E-12,7.230686,16.18676,0.81022164,4783,NFIL3
9120_at,5.95E-10,1.18E-11,7.2000713,16.01271,0.68673288,9120,SLC16A6
80127_at,5.95E-10,1.19E-11,-7.1993312,16.00851,-0.92387747,80127,BBOF1
10906_at,5.95E-10,1.19E-11,7.1991008,16.0072,0.45266816,10906,TRAFD1
2153_at,6.04E-10,1.21E-11,7.195995,15.98957,0.92713431,2153,F5
91056_at,6.14E-10,1.24E-11,7.1926987,15.97086,0.52633291,91056,AP5B1
146850_at,6.18E-10,1.25E-11,-7.1912927,15.96289,-0.58197239,146850,PIK3R6
7518_at,6.18E-10,1.25E-11,7.1906259,15.9591,0.52708656,7518,XRCC4
3115_at,6.24E-10,1.27E-11,-7.1885347,15.94724,-0.55986219,3115,HLA-DPB1
79856_at,6.69E-10,1.36E-11,-7.1761255,15.87688,-0.46617911,79856,SNX22
10459_at,6.7E-10,1.36E-11,7.1756055,15.87393,0.36195569,10459,MAD2L2
8676_at,6.73E-10,1.37E-11,7.1743192,15.86665,0.46850391,8676,STX11
57553_at,6.85E-10,1.4E-11,-7.1709128,15.84735,-0.44695875,57553,MICAL3
4684_at,7.27E-10,1.49E-11,-7.1601519,15.78642,-0.61345505,4684,NCAM1
140947_at,7.27E-10,1.5E-11,-7.1597768,15.7843,-0.33593463,140947,DCANP1
10871_at,7.44E-10,1.53E-11,7.1553323,15.75915,0.48254624,10871,CD300C
51439_at,7.64E-10,1.58E-11,7.1502284,15.73028,0.56613346,51439,FAM8A1
6890_at,7.78E-10,1.61E-11,7.1465903,15.70971,0.30583927,6890,TAP1
7153_at,8.21E-10,1.71E-11,7.1368936,15.65491,0.5536569,7153,TOP2A
92979_at,8.3E-10,1.73E-11,-7.1346012,15.64196,-0.36746758,92979,MARCH9
9830_at,8.41E-10,1.76E-11,7.1319259,15.62686,0.43905485,9830,TRIM14
10043_at,8.72E-10,1.83E-11,7.1251702,15.58872,0.40771669,10043,TOM1
2788_at,8.94E-10,1.88E-11,-7.1203803,15.5617,-0.36105489,2788,GNG7
4616_at,1.01E-09,2.13E-11,7.0990461,15.44146,0.48042504,4616,GADD45B
8763_at,1.01E-09,2.13E-11,7.0985231,15.43851,0.31039448,8763,CD164
8318_at,1.01E-09,2.14E-11,7.0979431,15.43525,0.35688246,8318,CDC45
115004_at,1.04E-09,2.21E-11,7.0926659,15.40554,0.6440216,115004,CGAS
353345_at,1.05E-09,2.24E-11,7.0896771,15.38872,0.87663232,353345,GPR141
8876_at,1.1E-09,2.36E-11,7.0811765,15.34091,1.32543955,8876,VNN 1.00
2633_at,1.1E-09,2.36E-11,7.0808521,15.33908,0.7215442,2633,GBP1
822_at,1.12E-09,2.4E-11,7.07788,15.32238,0.55935585,822,CAPG
80830_at,1.13E-09,2.42E-11,7.0765709,15.31502,0.51263944,80830,APOL6
115350_at,1.14E-09,2.46E-11,-7.0738269,15.2996,-0.50566368,115350,FCRL1
8336_at,1.3E-09,2.82E-11,7.0502485,15.16724,0.44744958,8336,HIST1H2AM
7365_at,1.31E-09,2.84E-11,-7.0490815,15.1607,-0.41009864,7365,UGT2B10
1066_at,1.34E-09,2.92E-11,7.0442817,15.13379,0.57262894,1066,CES1
81606_at,1.35E-09,2.94E-11,-7.0430029,15.12662,-0.34060411,81606,LBH
9034_at,1.35E-09,2.95E-11,7.0420419,15.12123,0.49224287,9034,CCRL2
2114_at,1.35E-09,2.96E-11,7.0418202,15.11999,0.55102568,2114,ETS2
11000_at,1.36E-09,2.97E-11,7.0408915,15.11479,0.50544509,11000,SLC27A3
167555_at,1.38E-09,3.05E-11,7.0365447,15.09044,0.58574839,167555,FAM151B
10112_at,1.38E-09,3.05E-11,7.0365207,15.0903,0.39861408,10112,KIF20A
79168_at,1.4E-09,3.1E-11,7.0337758,15.07493,0.67787885,79168,LILRA6
22797_at,1.42E-09,3.14E-11,7.0312449,15.06076,0.49839257,22797,TFEC
1890_at,1.43E-09,3.18E-11,7.029203,15.04932,0.89508184,1890,TYMP
8344_at,1.43E-09,3.18E-11,7.0290308,15.04836,0.46342223,8344,HIST1H2BE
5580_at,1.46E-09,3.27E-11,7.0245543,15.02331,0.44301736,5580,PRKCD
10562_at,1.56E-09,3.49E-11,7.0132961,14.96034,1.73075874,10562,OLFM4
2634_at,1.59E-09,3.57E-11,7.0092925,14.93796,0.49324251,2634,GBP2
838_at,1.61E-09,3.62E-11,7.0065682,14.92274,1.11639887,838,CASP5
3122_at,1.61E-09,3.62E-11,-7.0065172,14.92246,-0.36163242,3122,HLA-DRA
1359_at,1.74E-09,3.92E-11,-6.9928608,14.8462,-0.68920941,1359,CPA3
1845_at,1.75E-09,3.97E-11,6.9906906,14.83409,0.56428857,1845,DUSP3
6947_at,1.77E-09,4.02E-11,6.9884187,14.82142,0.94203996,6947,TCN1
9214_at,1.89E-09,4.29E-11,-6.9770252,14.75789,-0.31462179,9214,FCMR
51513_at,1.89E-09,4.31E-11,6.9763107,14.75391,0.98772161,51513,ETV7
3431_at,1.89E-09,4.32E-11,6.9759038,14.75164,0.32712713,3431,SP110
366_at,1.92E-09,4.39E-11,6.9730575,14.73578,0.68777462,366,AQP9
3718_at,1.93E-09,4.42E-11,6.9718044,14.7288,0.30731754,3718,JAK3
11278_at,1.94E-09,4.46E-11,-6.9703502,14.7207,-0.39963738,11278,KLF12
6402_at,1.95E-09,4.49E-11,6.9689978,14.71317,0.21437932,6402,SELL
4071_at,2.13E-09,4.92E-11,-6.9531737,14.62511,-0.71732209,4071,TM4SF1
3274_at,2.15E-09,4.98E-11,6.9510025,14.61304,0.67425295,3274,HRH2
113246_at,2.21E-09,5.12E-11,-6.9460559,14.58554,-0.37591549,113246,C12orf57
2352_at,2.27E-09,5.27E-11,6.9409461,14.55715,1.05900707,2352,FOLR3
51313_at,2.44E-09,5.69E-11,6.9276062,14.48308,0.83302947,51313,FAM198B
8482_at,2.5E-09,5.85E-11,-6.9227729,14.45627,-0.36600132,8482,SEMA7A
388512_at,2.52E-09,5.91E-11,-6.9210108,14.4465,-0.35941815,388512,CLEC17A
1536_at,2.52E-09,5.92E-11,6.9206306,14.44439,0.27933633,1536,CYBB
1269_at,2.54E-09,5.97E-11,-6.9190826,14.4358,-0.33242471,1269,CNR2
974_at,2.7E-09,6.38E-11,-6.9076545,14.37247,-0.38053903,974,CD79B
3899_at,2.78E-09,6.58E-11,-6.9020274,14.34131,-0.47050961,3899,AFF3
26118_at,2.96E-09,7.01E-11,6.8908633,14.27953,0.46833204,26118,WSB1
4318_at,3.01E-09,7.15E-11,6.8876226,14.26161,1.26891417,4318,MMP9
931_at,3.18E-09,7.57E-11,-6.8774246,14.20525,-0.49302651,931,MS4A1
22866_at,3.23E-09,7.71E-11,-6.8741969,14.18742,-0.38723672,22866,CNKSR2
2357_at,3.23E-09,7.72E-11,6.8741031,14.1869,0.64745436,2357,FPR1
5251_at,3.32E-09,7.97E-11,-6.86843,14.15558,-0.28646011,5251,PHEX
654350_at,3.32E-09,7.97E-11,-6.8682752,14.15473,-0.2430874,654350,RPL9P25
9759_at,3.41E-09,8.21E-11,6.8632429,14.12696,0.37717775,9759,HDAC4
5859_at,3.43E-09,8.29E-11,-6.8615347,14.11753,-0.22226179,5859,QARS
3108_at,3.43E-09,8.3E-11,-6.8613098,14.11629,-0.32915107,3108,HLA-DMA
571_at,3.69E-09,8.94E-11,6.8481202,14.04358,0.3904092,571,BACH1
158401_at,3.69E-09,8.96E-11,6.8477064,14.0413,0.79559026,158401,C9orf84
8409_at,3.71E-09,9.04E-11,-6.8462198,14.03311,-0.2569515,8409,UXT
11213_at,3.8E-09,9.27E-11,6.8416863,14.00814,0.54986956,11213,IRAK3
5204_at,3.9E-09,9.54E-11,-6.8366006,13.98014,-0.17498556,5204,PFDN5
117157_at,4.13E-09,1.01E-10,-6.8262136,13.923,-0.76624714,117157,SH2D1B
144195_at,4.17E-09,1.02E-10,6.8241654,13.91174,0.94270139,144195,SLC2A14
6165_at,4.27E-09,1.05E-10,-6.819342,13.88522,-0.16459995,6165,RPL35A
5210_at,4.34E-09,1.07E-10,6.8163062,13.86854,0.65585361,5210,PFKFB4
2219_at,4.35E-09,1.08E-10,6.8152969,13.863,0.38839107,2219,FCN1
253832_at,4.5E-09,1.12E-10,6.8089491,13.82814,0.30504197,253832,ZDHHC20
8825_at,5.02E-09,1.25E-10,6.7893376,13.72056,0.91605985,8825,LIN7A
3726_at,5.03E-09,1.25E-10,6.7883783,13.71531,0.72000191,3726,JUNB
147015_at,5.04E-09,1.26E-10,6.7877332,13.71177,0.64473569,147015,DHRS13
4775_at,5.22E-09,1.3E-10,-6.7812146,13.67606,-0.25333244,4775,NFATC3
11138_at,5.35E-09,1.34E-10,6.7765249,13.65039,0.40793044,11138,TBC1D8
3339_at,5.57E-09,1.4E-10,-6.7690125,13.60928,-0.39412955,3339,HSPG2
64174_at,5.66E-09,1.42E-10,-6.7656334,13.5908,-0.32396584,64174,DPEP2
25797_at,5.68E-09,1.43E-10,6.7648017,13.58625,0.95162996,25797,QPCT
5094_at,5.74E-09,1.45E-10,-6.7622532,13.57231,-0.14903098,5094,PCBP2
348378_at,5.9E-09,1.49E-10,-6.7572711,13.54508,-0.29202394,348378,SHISAL2A
59340_at,6.16E-09,1.57E-10,-6.7487691,13.49865,-0.54266144,59340,HRH4
221656_at,6.16E-09,1.57E-10,6.7486727,13.49812,0.30752011,221656,KDM1B
6164_at,6.17E-09,1.57E-10,-6.7480732,13.49485,-0.28810988,6164,RPL34
56935_at,6.21E-09,1.58E-10,6.7465708,13.48664,0.29216776,56935,SMCO4
3310_at,6.41E-09,1.64E-10,6.7404535,13.45326,0.63643648,3310,HSPA6
2358_at,6.45E-09,1.65E-10,6.7389967,13.44531,0.71167218,2358,FPR2
55741_at,6.56E-09,1.68E-10,6.7356755,13.4272,0.28368027,55741,EDEM2
130589_at,6.61E-09,1.7E-10,6.7337844,13.41689,0.53126235,130589,GALM
51348_at,6.66E-09,1.72E-10,-6.7321651,13.40806,-0.62724505,51348,KLRF1
10594_at,6.69E-09,1.73E-10,-6.7310675,13.40208,-0.15716717,10594,PRPF8
114884_at,6.82E-09,1.77E-10,-6.7272667,13.38136,-0.5584978,114884,OSBPL10
51531_at,6.94E-09,1.81E-10,-6.7231336,13.35884,-0.2608329,51531,TRMO
6230_at,6.94E-09,1.81E-10,-6.7230181,13.35821,-0.21818963,6230,RPS25
79600_at,6.94E-09,1.81E-10,-6.7228509,13.3573,-0.36590296,79600,TCTN1
9133_at,6.95E-09,1.82E-10,6.7222505,13.35403,0.54557622,9133,CCNB2
7305_at,7.01E-09,1.83E-10,6.7204742,13.34436,0.42073744,7305,TYROBP
7776_at,7.13E-09,1.87E-10,-6.7170766,13.32586,-0.20806648,7776,ZNF236
3823_at,7.21E-09,1.89E-10,-6.714805,13.3135,-0.72299822,3823,KLRC3
2289_at,7.3E-09,1.92E-10,6.7120872,13.29871,0.60728758,2289,FKBP5
84288_at,7.38E-09,1.95E-10,6.7097857,13.28618,0.71363446,84288,EFCAB2
51108_at,7.39E-09,1.95E-10,6.7091577,13.28277,0.50219154,51108,METTL9
317649_at,7.59E-09,2.01E-10,6.704025,13.25485,0.37156631,317649,EIF4E3
10154_at,7.61E-09,2.02E-10,6.7031347,13.25001,0.5741029,10154,PLXNC1
336_at,7.68E-09,2.04E-10,6.7013414,13.24026,0.67199576,336,APOA2
6138_at,7.73E-09,2.06E-10,-6.6996319,13.23097,-0.24229405,6138,RPL15
79733_at,7.74E-09,2.07E-10,6.6990435,13.22777,0.56988759,79733,E2F8
967_at,7.74E-09,2.07E-10,6.6985058,13.22485,0.34840774,967,CD63
5768_at,7.74E-09,2.08E-10,6.6984115,13.22434,0.59160565,5768,QSOX1
9935_at,7.81E-09,2.1E-10,6.6964122,13.21348,0.42873922,9935,MAFB
128611_at,7.93E-09,2.14E-10,-6.6932041,13.19605,-0.3756643,128611,ZNF831
10616_at,7.93E-09,2.14E-10,6.6925854,13.19269,0.35084164,10616,RBCK1
55332_at,7.93E-09,2.14E-10,6.6925827,13.19267,0.35216418,55332,DRAM1
100505798_at,8.09E-09,2.19E-10,6.6885684,13.17087,0.52118364,NA,NA
4005_at,8.09E-09,2.2E-10,6.6882617,13.16921,0.3699452,4005,LMO2
57562_at,8.1E-09,2.2E-10,-6.6877697,13.16654,-0.31841754,57562,CEP126
660_at,8.25E-09,2.25E-10,6.68402,13.14618,0.9366439,660,BMX
132720_at,8.27E-09,2.26E-10,6.6833444,13.14252,0.30603127,132720,FAM241A
308_at,8.42E-09,2.3E-10,6.6796673,13.12257,0.59101528,308,ANXA5
4736_at,8.43E-09,2.31E-10,-6.6792743,13.12044,-0.27632836,4736,RPL10A
6160_at,8.85E-09,2.43E-10,-6.6701512,13.07097,-0.22999201,6160,RPL31
221895_at,8.88E-09,2.44E-10,-6.6692233,13.06594,-0.51229499,221895,JAZF1
387103_at,9.16E-09,2.52E-10,6.6633511,13.03412,0.53942946,387103,CENPW
7791_at,9.21E-09,2.54E-10,6.6620205,13.02692,0.45768085,7791,ZYX
10957_at,9.33E-09,2.58E-10,-6.6592874,13.01212,-0.26046414,10957,PNRC1
55711_at,9.36E-09,2.6E-10,6.6583639,13.00712,0.41138033,55711,FAR2
1889_at,9.44E-09,2.62E-10,6.6563986,12.99648,0.37733646,1889,ECE1
84179_at,9.83E-09,2.74E-10,6.6488083,12.95541,0.38022664,84179,MFSD7
284417_at,1.07E-08,2.99E-10,6.6327026,12.86836,0.53991259,284417,TMEM150B
135112_at,1.09E-08,3.05E-10,6.6295628,12.85141,0.46574489,135112,NCOA7
51760_at,1.11E-08,3.11E-10,-6.6258303,12.83126,-0.36626149,51760,SYT17
58528_at,1.11E-08,3.11E-10,6.625614,12.83009,0.4899315,58528,RRAGD
6610_at,1.12E-08,3.14E-10,-6.6241514,12.8222,-0.30384136,6610,SMPD2
9173_at,1.13E-08,3.18E-10,-6.6221349,12.81132,-0.41292859,9173,IL1RL1
54734_at,1.13E-08,3.19E-10,6.6211976,12.80626,0.32362647,54734,RAB39A
55755_at,1.16E-08,3.27E-10,6.6169507,12.78336,0.47740065,55755,CDK5RAP2
151056_at,1.16E-08,3.3E-10,6.6153286,12.77461,0.96151109,151056,PLB1
8837_at,1.19E-08,3.38E-10,6.6110711,12.75166,0.29106799,8837,CFLAR
8780_at,1.21E-08,3.43E-10,-6.6080351,12.7353,-0.32420669,8780,RIOK3
84824_at,1.24E-08,3.54E-10,-6.6023095,12.70446,-0.36277103,84824,FCRLA
643680_at,1.25E-08,3.57E-10,6.6011197,12.69806,0.58060336,643680,MS4A4E
4835_at,1.27E-08,3.62E-10,6.5984879,12.68389,0.71371691,4835,NQO2
1545_at,1.27E-08,3.65E-10,6.5970967,12.6764,1.04919801,1545,CYP1B1
2820_at,1.27E-08,3.65E-10,6.5970576,12.67619,0.46164987,2820,GPD2
83999_at,1.32E-08,3.8E-10,6.5895826,12.63598,0.97798871,83999,KREMEN1
116362_at,1.33E-08,3.82E-10,6.5885635,12.6305,0.61585792,116362,RBP7
10645_at,1.33E-08,3.83E-10,6.5881652,12.62835,0.45587935,10645,CAMKK2
125144_at,1.34E-08,3.86E-10,-6.5867582,12.62079,-0.28976917,125144,LRRC75A-AS1
6813_at,1.36E-08,3.95E-10,6.5829137,12.60012,0.32226185,6813,STXBP2
23136_at,1.39E-08,4.03E-10,6.5789012,12.57856,0.59362967,23136,EPB41L3
57634_at,1.39E-08,4.05E-10,-6.5780733,12.57411,-0.22802498,57634,EP400
54757_at,1.46E-08,4.25E-10,6.5693051,12.52703,0.77381815,54757,FAM20A
4288_at,1.48E-08,4.31E-10,6.5670369,12.51486,0.49913354,4288,MKI67
221_at,1.49E-08,4.36E-10,6.5647497,12.50258,0.41214069,221,ALDH3B1
6583_at,1.5E-08,4.39E-10,6.5637518,12.49723,0.55651389,6583,SLC22A4
11025_at,1.55E-08,4.53E-10,6.5577549,12.46507,0.5773584,11025,LILRB3
6983_at,1.55E-08,4.55E-10,-6.5570324,12.46119,-0.83353713,6983,TRGV9
56894_at,1.6E-08,4.72E-10,6.5506244,12.42685,0.3379514,56894,AGPAT3
9050_at,1.69E-08,4.99E-10,6.5405252,12.37277,0.87705106,9050,PSTPIP2
211_at,1.69E-08,5.01E-10,6.5397635,12.36869,0.28067018,211,ALAS1
5899_at,1.77E-08,5.23E-10,6.531856,12.32639,0.57626096,5899,RALB
3109_at,1.78E-08,5.29E-10,-6.5297533,12.31515,-0.34474759,3109,HLA-DMB
10129_at,1.81E-08,5.38E-10,-6.5266467,12.29854,-0.42789981,10129,FRY
219743_at,1.84E-08,5.47E-10,-6.5238245,12.28346,-0.24063287,219743,TYSND1
22937_at,1.88E-08,5.61E-10,-6.5190646,12.25803,-0.23642822,22937,SCAP
962_at,1.92E-08,5.73E-10,6.5153245,12.23805,0.29402086,962,CD48
8346_at,1.92E-08,5.75E-10,6.5147726,12.23511,0.44221788,8346,HIST1H2BI
91526_at,2E-08,6E-10,-6.5069532,12.19338,-0.17627724,91526,ANKRD44
7298_at,2E-08,6.01E-10,6.5065371,12.19116,0.44382863,7298,TYMS
7421_at,2.14E-08,6.44E-10,6.4940965,12.12484,0.44318496,7421,VDR
79623_at,2.19E-08,6.6E-10,6.489615,12.10097,1.10839432,79623,GALNT14
8345_at,2.2E-08,6.65E-10,6.488249,12.09369,0.4308215,8345,HIST1H2BH
1235_at,2.25E-08,6.8E-10,-6.4842152,12.07222,-0.48096313,1235,CCR6
26040_at,2.26E-08,6.85E-10,-6.4827485,12.06441,-0.37260894,26040,SETBP1
11009_at,2.26E-08,6.86E-10,-6.4823558,12.06232,-0.30119133,11009,IL24
11184_at,2.26E-08,6.87E-10,-6.4821922,12.06145,-0.29366775,11184,MAP4K1
101926994_at,2.27E-08,6.93E-10,6.4807514,12.05378,0.43793852,101926994,LOC101926994
92211_at,2.34E-08,7.15E-10,-6.4749669,12.02302,-0.25315844,92211,CDHR1
84671_at,2.38E-08,7.27E-10,-6.4719248,12.00684,-0.2412793,84671,ZNF347
23164_at,2.39E-08,7.32E-10,-6.4705805,11.9997,-0.24559724,23164,MPRIP
4297_at,2.55E-08,7.83E-10,-6.4583218,11.93458,-0.18457296,4297,KMT2A
322_at,2.55E-08,7.83E-10,-6.4583212,11.93457,-0.45890577,322,APBB1
6095_at,2.55E-08,7.86E-10,-6.4576808,11.93118,-0.33891335,6095,RORA
25793_at,2.67E-08,8.22E-10,-6.4493566,11.88701,-0.35556276,25793,FBXO7
56928_at,2.71E-08,8.38E-10,-6.4458176,11.86824,-0.24999579,56928,SPPL2B
8115_at,2.73E-08,8.47E-10,-6.4438732,11.85793,-0.41003261,8115,TCL1A
249_at,2.73E-08,8.48E-10,6.4437952,11.85752,1.13615637,249,ALPL
122618_at,2.73E-08,8.49E-10,-6.4434674,11.85578,-0.44399162,122618,PLD4
4928_at,2.74E-08,8.53E-10,-6.4426996,11.85171,-0.16376613,4928,NUP98
84513_at,2.75E-08,8.59E-10,-6.4414075,11.84486,-0.36491465,84513,PLPP5
4481_at,2.91E-08,9.1E-10,6.4308001,11.78868,0.50236359,4481,MSR1
8809_at,2.95E-08,9.22E-10,6.4284743,11.77637,0.85413998,8809,IL18R1
91_at,2.96E-08,9.28E-10,6.4271879,11.76956,0.3348397,91,ACVR1B
32_at,3.07E-08,9.64E-10,-6.4201615,11.73239,-0.35484132,32,ACACB
10890_at,3.09E-08,9.7E-10,6.419065,11.72659,0.21400007,10890,RAB10
60468_at,3.12E-08,9.84E-10,-6.4164052,11.71253,-0.35301499,60468,BACH2
3995_at,3.24E-08,1.02E-09,-6.4096345,11.67675,-0.34839701,3995,FADS3
604_at,3.27E-08,1.03E-09,6.4076755,11.6664,0.6443129,604,BCL6
338799_at,3.29E-08,1.04E-09,-6.4060258,11.65769,-0.23663369,338799,LINC01089
11346_at,3.44E-08,1.09E-09,-6.3975439,11.61292,-0.38713822,11346,SYNPO
23200_at,3.44E-08,1.09E-09,6.3969906,11.61,0.2659459,23200,ATP11B
79726_at,3.59E-08,1.14E-09,-6.3888807,11.56723,-0.23044479,79726,WDR59
5226_at,3.64E-08,1.16E-09,6.3859294,11.55168,0.65556628,5226,PGD
59271_at,3.7E-08,1.18E-09,-6.3829778,11.53613,-0.34430074,59271,EVA1C
3113_at,3.71E-08,1.19E-09,-6.3818816,11.53035,-0.32210436,3113,HLA-DPA1
9349_at,3.74E-08,1.2E-09,-6.3802152,11.52158,-0.29134338,9349,RPL23
23075_at,3.76E-08,1.21E-09,-6.3789436,11.51488,-0.32154199,23075,SWAP70
2305_at,3.77E-08,1.21E-09,6.3782966,11.51147,0.50608563,2305,FOXM1
6218_at,4.03E-08,1.3E-09,-6.3657777,11.4456,-0.31247311,6218,RPS17
199_at,4.08E-08,1.32E-09,6.3628031,11.42996,0.29504155,199,AIF1
4660_at,4.11E-08,1.33E-09,-6.3614455,11.42282,-0.42541595,4660,PPP1R12B
6181_at,4.24E-08,1.37E-09,-6.3554606,11.39137,-0.19124542,6181,RPLP2
85363_at,4.3E-08,1.39E-09,6.3525388,11.37603,0.5549272,85363,TRIM5
4043_at,4.32E-08,1.4E-09,6.3511108,11.36853,0.28853014,4043,LRPAP1
79368_at,4.39E-08,1.43E-09,-6.347751,11.35089,-0.41624779,79368,FCRL2
22856_at,4.47E-08,1.46E-09,6.3442468,11.3325,0.62805736,22856,CHSY1
80212_at,4.64E-08,1.51E-09,-6.3370871,11.29495,-0.28194518,80212,CCDC92
79892_at,4.85E-08,1.58E-09,6.328737,11.25119,0.3158023,79892,MCMBP
10797_at,5.29E-08,1.73E-09,6.3121353,11.1643,0.2549693,10797,MTHFD2
6319_at,5.33E-08,1.75E-09,6.3105661,11.15609,0.37266505,6319,SCD
7099_at,5.37E-08,1.76E-09,6.3086356,11.146,0.58979561,7099,TLR4
1647_at,5.39E-08,1.77E-09,6.3076601,11.1409,0.82843054,1647,GADD45A
23385_at,5.52E-08,1.82E-09,6.3030903,11.11702,0.28320068,23385,NCSTN
57690_at,5.66E-08,1.87E-09,-6.2980904,11.09091,-0.23805081,57690,TNRC6C
3111_at,5.66E-08,1.87E-09,-6.2978122,11.08945,-0.46832916,3111,HLA-DOA
80342_at,5.97E-08,1.98E-09,-6.2875102,11.03569,-0.24216755,80342,TRAF3IP3
440068_at,6E-08,1.99E-09,6.2861978,11.02885,0.87033839,440068,CARD17
1351_at,6.04E-08,2.01E-09,6.2847225,11.02116,0.19359056,1351,COX8A
