"fold","accuracy","precision","recall","f1","roc"
1,0.970588235294118,0.96,1,0.979591836734694,0.989583333333333
2,0.911764705882353,0.916666666666667,0.956521739130435,0.936170212765957,0.962450592885375
3,0.878787878787879,0.857142857142857,1,0.923076923076923,0.988425925925926
4,0.848484848484849,0.952380952380952,0.833333333333333,0.888888888888889,0.981481481481482
5,0.848484848484849,0.904761904761905,0.863636363636364,0.883720930232558,0.915289256198347
