"fold","accuracy","precision","recall","f1","roc"
1,0.941176470588235,0.923076923076923,1,0.96,1
2,0.970588235294118,0.958333333333333,1,0.978723404255319,0.946640316205534
3,0.848484848484849,0.851851851851852,0.958333333333333,0.901960784313726,0.898148148148148
4,0.93939393939394,0.958333333333333,0.958333333333333,0.958333333333333,0.990740740740741
5,0.909090909090909,1,0.863636363636364,0.926829268292683,0.979338842975207
