"Metric","Mean","SD","Median","IQR"
"Accuracy",0.892156862745098,0.0346334389086015,0.88235294117647,0.0329768270944741
"Precision",0.905774050510893,0.0352165169252788,0.916666666666667,0.0384615384615385
"Recall",0.946607378129117,0.0748840122586042,0.958333333333333,0.0434782608695652
"F1 Score",0.923459183266137,0.0298789989404532,0.923076923076923,0.0161702127659574
"ROC AUC",0.960596412078625,0.0231828578044039,0.949074074074074,0.0166819712274255
