"fold","accuracy","precision","recall","f1","roc"
1,0.970588235294118,0.96,1,0.979591836734694,0.954166666666667
2,0.941176470588235,0.956521739130435,0.956521739130435,0.956521739130435,0.92094861660079
3,0.878787878787879,0.857142857142857,1,0.923076923076923,0.935185185185185
4,0.848484848484849,0.952380952380952,0.833333333333333,0.888888888888889,0.930555555555555
5,0.848484848484849,0.904761904761905,0.863636363636364,0.883720930232558,0.904958677685951
