"fold","accuracy","precision","recall","f1","roc"
1,0.941176470588235,0.923076923076923,1,0.96,0.995833333333333
2,0.911764705882353,0.954545454545455,0.91304347826087,0.933333333333333,0.928853754940711
3,0.909090909090909,0.92,0.958333333333333,0.938775510204082,0.986111111111111
4,0.818181818181818,0.909090909090909,0.833333333333333,0.869565217391304,0.849537037037037
5,0.878787878787879,1,0.818181818181818,0.9,0.987603305785124
