"Metric","Mean","SD","Median","IQR"
"Accuracy",0.92174688057041,0.0463732264998477,0.93939393939394,0.0320855614973262
"Precision",0.938319088319088,0.0554855419373357,0.958333333333333,0.0352564102564104
"Recall",0.956060606060606,0.0557088678886271,0.958333333333333,0.0416666666666666
"F1 Score",0.945169358039012,0.0305059499904835,0.958333333333333,0.0331707317073172
"ROC AUC",0.962973609613926,0.0414695820657158,0.979338842975207,0.0441004245352071
