"fold","accuracy","precision","recall","f1","roc"
1,0.911764705882353,0.888888888888889,1,0.941176470588235,0.9125
2,0.941176470588235,0.956521739130435,0.956521739130435,0.956521739130435,0.932806324110672
3,0.878787878787879,0.857142857142857,1,0.923076923076923,0.939814814814815
4,0.848484848484849,0.952380952380952,0.833333333333333,0.888888888888889,0.935185185185185
5,0.848484848484849,0.904761904761905,0.863636363636364,0.883720930232558,0.933884297520661
