"fold","accuracy","precision","recall","f1","roc"
1,0.970588235294118,0.96,1,0.979591836734694,0.970833333333333
2,0.941176470588235,0.956521739130435,0.956521739130435,0.956521739130435,0.952569169960474
3,0.909090909090909,0.888888888888889,1,0.941176470588235,0.967592592592593
4,0.848484848484849,0.952380952380952,0.833333333333333,0.888888888888889,0.962962962962963
5,0.848484848484849,0.904761904761905,0.863636363636364,0.883720930232558,0.921487603305785
