"fold","accuracy","precision","recall","f1","roc"
1,0.911764705882353,0.888888888888889,1,0.941176470588235,1
2,0.941176470588235,0.956521739130435,0.956521739130435,0.956521739130435,0.972332015810277
3,0.93939393939394,0.923076923076923,1,0.96,0.990740740740741
4,0.909090909090909,0.956521739130435,0.916666666666667,0.936170212765957,0.990740740740741
5,0.93939393939394,1,0.909090909090909,0.952380952380952,0.987603305785124
