"fold","accuracy","precision","recall","f1","roc"
1,0.911764705882353,0.888888888888889,1,0.941176470588235,1
2,0.970588235294118,0.958333333333333,1,0.978723404255319,0.948616600790514
3,0.96969696969697,0.96,1,0.979591836734694,0.99537037037037
4,0.93939393939394,1,0.916666666666667,0.956521739130435,0.986111111111111
5,0.909090909090909,1,0.863636363636364,0.926829268292683,0.995867768595041
