"fold","accuracy","precision","recall","f1","roc"
1,0.88235294117647,0.857142857142857,1,0.923076923076923,1
2,0.911764705882353,0.916666666666667,0.956521739130435,0.936170212765957,0.944664031620553
3,0.93939393939394,0.923076923076923,1,0.96,0.949074074074074
4,0.878787878787879,0.884615384615385,0.958333333333333,0.92,0.962962962962963
5,0.848484848484849,0.947368421052632,0.818181818181818,0.878048780487805,0.946280991735537
