"fold","accuracy","precision","recall","f1","roc"
1,0.794117647058823,0.774193548387097,1,0.872727272727273,1
2,0.852941176470588,0.875,0.91304347826087,0.893617021276596,0.922924901185771
3,0.727272727272727,0.741935483870968,0.958333333333333,0.836363636363636,0.891203703703704
4,0.818181818181818,0.821428571428572,0.958333333333333,0.884615384615385,0.914351851851852
5,0.787878787878788,0.758620689655172,1,0.862745098039216,0.946280991735537
