"fold","accuracy","precision","recall","f1","roc"
1,0.911764705882353,0.888888888888889,1,0.941176470588235,0.995833333333333
2,0.911764705882353,0.954545454545455,0.91304347826087,0.933333333333333,0.895256916996047
3,0.848484848484849,0.851851851851852,0.958333333333333,0.901960784313726,0.953703703703704
4,0.848484848484849,0.952380952380952,0.833333333333333,0.888888888888889,0.976851851851852
5,0.848484848484849,0.869565217391304,0.909090909090909,0.888888888888889,0.93801652892562
